Material Category,Material Type,Jurisdiction,Single Family Tons,Regional Single Family Composition,Multi Family Tons,Statewide Multi Family Composition,Total Residential Tons,Total Residential Composition
Paper,Other Office Paper,Madera (Countywide),84,0.00248144848137561,23,0.005887949186271,107,0.002840102136820107
Paper,Magazines and Catalogs,Madera (Countywide),255,0.00757131611169444,30,0.00747804221265661,285,0.007561495762971366
Paper,Phone Books and Directories,Madera (Countywide),11,0.000317426668919016,1,0.000306365386920027,12,0.00031626208110104243
Paper,Other Miscellaneous Paper - Compostable,Madera (Countywide),75,0.00223302761004769,12,0.00295972626349685,87,0.0023095381265702867
Paper,Other Miscellaneous Paper - Other,Madera (Countywide),1801,0.0533966861759858,187,0.0471909615637325,1989,0.05274331604350118
Paper,Remainder / Composite Paper - Compostable,Madera (Countywide),2694,0.0798562692043134,269,0.0676951863054057,2963,0.07857588877474568
Paper,Remainder / Composite Paper - Other,Madera (Countywide),357,0.0105937700461842,43,0.0109194056132361,401,0.010628054608726073
Glass,Clear Glass Bottles and Containers,Madera (Countywide),474,0.0140468201576424,65,0.0164193762236836,539,0.014296614882360897
Glass,Green Glass Bottles and Containers,Madera (Countywide),75,0.00222198668243311,6,0.00148785037811019,81,0.0021446930923388697
Glass,Brown Glass Bottles and Containers,Madera (Countywide),181,0.00536865105258683,27,0.00682128720880721,208,0.005521591947831791
Glass,Other Glass Colored Bottles and Containers,Madera (Countywide),9,0.000256701567038856,2,0.000619255891282891,11,0.00029487312341060955
Glass,Flat Glass,Madera (Countywide),8,0.000237379943713351,2,0.000579854656700671,10,0.00027343741686569525
Glass,Remainder / Composite Glass,Madera (Countywide),67,0.00199840789823798,16,0.00398097723909204,83,0.002207142844409474
Metal,Tin/Steel Cans,Madera (Countywide),404,0.0119628450703914,37,0.00929533537355549,440,0.011681996132850024
Metal,Major Appliances,Madera (Countywide),0,0.0,0,1.0932797618282e-05,0,1.1510603313238206e-06
Metal,Used Oil Filters,Madera (Countywide),0,0.0,0,0.0,0,0.0
Metal,Other Ferrous,Madera (Countywide),281,0.00832982783881571,30,0.00756548567504157,311,0.008249354022780977
Metal,Aluminum Cans,Madera (Countywide),116,0.00342544779242173,9,0.00227739446282066,125,0.0033045749205286097
Metal,Other Non-Ferrous,Madera (Countywide),98,0.00290100373072944,31,0.00768714263469483,128,0.003404912686598867
Metal,Remainder / Composite Metal,Madera (Countywide),183,0.00541005453114149,34,0.00852379656968097,216,0.005737885070741417
Electronics,Brown Goods,Madera (Countywide),0,0.0,18,0.00453436039488614,18,0.00047740043863534214
Electronics,Computer-related Electronics,Madera (Countywide),122,0.00362142425758042,8,0.00201706805339667,130,0.0034525095068983934
Electronics,Other Small Consumer Electronics,Madera (Countywide),272,0.00805435669483207,10,0.00261664724282099,282,0.007481847090061935
Electronics,Video Display Devices,Madera (Countywide),0,0.0,26,0.00653254413252071,26,0.0006877793476203005
Plastic,PETE Plastic Containers,Madera (Countywide),324,0.00961388772039072,37,0.00925575177699064,361,0.009576181353542799
Plastic,HDPE Plastic Containers,Madera (Countywide),279,0.00826413431950899,19,0.00466298875785393,297,0.007884987467251121
Plastic,Miscellaneous Plastic Containers,Madera (Countywide),296,0.00877477722168305,25,0.00638361235962469,321,0.008523023268626407
Plastic,Plastic Trash Bags,Madera (Countywide),510,0.0151150299043524,45,0.0112707745793956,555,0.0147102872243417
Plastic,Plastic Grocery and Other Merchandise Bags,Madera (Countywide),424,0.0125811370168076,35,0.0087813977992591,459,0.012181081218154416
Plastic,Non-Bag Commercial and Industrial Packaging Film,Madera (Countywide),32,0.000957800470564335,7,0.00168720787646775,39,0.0010345961782709568
Plastic,Film Products,Madera (Countywide),58,0.00172238470787362,0,1.60033976566839e-05,58,0.00154272823705241
Plastic,Other Film - Other,Madera (Countywide),829,0.0245688241743318,85,0.0214910767881785,914,0.024244783334125223
Plastic,Durable Plastic Items - #2 and #5 Bulky Rigids,Madera (Countywide),399,0.0118331141709202,7,0.00167869818165958,406,0.010764005801672357
Plastic,Durable Plastic Items - Other,Madera (Countywide),321,0.00952280006757048,45,0.0112605235062998,366,0.009705756396496588
Plastic,Remainder / Composite Plastic,Madera (Countywide),997,0.0295565632242158,134,0.0336593115318444,1131,0.02998852135526364
Other Organic,Food,Madera (Countywide),8639,0.256091555788151,983,0.247713326035693,9623,0.2552094533061071
Other Organic,Leaves and Grass,Madera (Countywide),805,0.0238484036474808,119,0.0298758256509316,923,0.024483001177825543
Other Organic,Prunings and Trimmings,Madera (Countywide),688,0.020392593304119,31,0.00776987682463602,719,0.019063609752023994
Other Organic,Branches and Stumps,Madera (Countywide),275,0.00813992388384503,0,0.0,275,0.007282911451178994
Other Organic,Manures,Madera (Countywide),2,5.52046380728723e-05,0,0.0,2,4.9392414046653e-05
Other Organic,Textiles,Madera (Countywide),2459,0.0728866836476133,296,0.0744969455238916,2755,0.07305622017737837
Other Organic,Carpet,Madera (Countywide),344,0.0101907761882522,25,0.00626191036404208,369,0.009777125286146437
Other Organic,Remainder / Composite Organic,Madera (Countywide),2698,0.0799683346196014,297,0.0747577651799157,2995,0.0794197394662803
Inerts and Other,Concrete,Madera (Countywide),176,0.00523063945740465,15,0.00380054474914847,192,0.005080071840022151
Inerts and Other,Asphalt Paving,Madera (Countywide),0,0.0,0,0.0,0,0.0
Inerts and Other,Asphalt Roofing,Madera (Countywide),22,0.000656935193067181,0,0.0,22,0.0005877697271551713
Inerts and Other,Clean Dimensional Lumber,Madera (Countywide),151,0.00448537684342088,21,0.00520836277968044,172,0.004561496466264881
Inerts and Other,Clean Engineered Wood,Madera (Countywide),103,0.00304453578971891,5,0.00131834677248041,108,0.002862793863133946
Inerts and Other,Clean Pallets & Crates,Madera (Countywide),25,0.000736981918272846,79,0.0199110136755632,104,0.0027557211392800576
Inerts and Other,Other Wood Waste,Madera (Countywide),967,0.028665008319339,84,0.0211054469970467,1051,0.02786909939793451
Inerts and Other,Gypsum Board,Madera (Countywide),55,0.00162853682314973,16,0.00414580933333641,71,0.0018935680284070681
Inerts and Other,"Rock, Soil and Fines",Madera (Countywide),356,0.0105606472633405,12,0.00294628003745275,368,0.009758968098696013
Inerts and Other,Remainder / Composite Inerts and Other,Madera (Countywide),287,0.00849599379941505,10,0.00251265780565917,297,0.007866037867561205
Household Hazardous Waste (HHW),Paint,Madera (Countywide),5,0.000138011595182181,0,4.0077500773254e-06,5,0.00012390299135262443
Household Hazardous Waste (HHW),Vehicle and Equipment Fluids,Madera (Countywide),0,0.0,0,0.0,0,0.0
Household Hazardous Waste (HHW),Used Oil,Madera (Countywide),0,0.0,0,0.0,0,0.0
Household Hazardous Waste (HHW),Batteries,Madera (Countywide),45,0.00132767154565258,1,0.000361101619624407,46,0.00122590616609034
Household Hazardous Waste (HHW),Remainder / Composite Household Hazardous,Madera (Countywide),107,0.00316874622538287,2,0.000455389934663065,109,0.002883070326126053
Special Waste,Ash,Madera (Countywide),0,0.0,4,0.000931303337992967,4,9.805233447297808e-05
Special Waste,Treated Medical Waste,Madera (Countywide),0,0.0,29,0.0073855680185596,29,0.0007775900247382175
Special Waste,Bulky Items,Madera (Countywide),16,0.000466479191715771,112,0.0281400658522521,127,0.003380094621414085
Special Waste,Tires,Madera (Countywide),152,0.00451573939436096,0,0.0,152,0.0040402994690162215
Special Waste,Remainder / Composite Special Waste,Madera (Countywide),30,0.000883274209165957,1,0.00020231600461172,31,0.0008115794788765069
Mixed Residue,Mixed Residue,Madera (Countywide),1835,0.0543876094293938,137,0.0344700708823858,1972,0.0522905900461084
Paper,Uncoated Corrugated Cardboard,Marin (Countywide),324,0.00668822325232775,583,0.0356791218393351,908,0.01399472943251357
Paper,Paper Bags,Marin (Countywide),152,0.00313245899159654,86,0.00527466562364938,238,0.0036723541572932605
Paper,Newspaper,Marin (Countywide),352,0.00724980824271308,759,0.0464310841690457,1111,0.01712457062181417
Paper,White Ledger Paper,Marin (Countywide),90,0.00185407707880985,86,0.0052869012166633,176,0.002719243458645972
Paper,Other Office Paper,Marin (Countywide),232,0.00477488343583905,96,0.005887949186271,328,0.005055406709723669
Paper,Magazines and Catalogs,Marin (Countywide),306,0.00630160443985142,122,0.00747804221265661,428,0.006598099211540128
Paper,Phone Books and Directories,Marin (Countywide),16,0.000327356074797477,5,0.000306365386920027,21,0.0003220658424080722
Paper,Other Miscellaneous Paper - Compostable,Marin (Countywide),68,0.00139972942327197,48,0.00295972626349685,116,0.0017928916607226457
Paper,Other Miscellaneous Paper - Other,Marin (Countywide),1402,0.0289032837765151,771,0.0471909615637325,2174,0.033512283058566815
Paper,Remainder / Composite Paper - Compostable,Marin (Countywide),5268,0.108597555778935,1107,0.0676951863054057,6375,0.09828903034824968
Paper,Remainder / Composite Paper - Other,Marin (Countywide),430,0.00886231911460341,178,0.0109194056132361,608,0.009380761658573832
Glass,Clear Glass Bottles and Containers,Marin (Countywide),480,0.00989123312211341,268,0.0164193762236836,748,0.011536505267563104
Glass,Green Glass Bottles and Containers,Marin (Countywide),134,0.00275712831963047,24,0.00148785037811019,158,0.0024372352643580236
Glass,Brown Glass Bottles and Containers,Marin (Countywide),191,0.00393109493269729,112,0.00682128720880721,302,0.00465950311445632
Glass,Other Glass Colored Bottles and Containers,Marin (Countywide),0,0.0,10,0.000619255891282891,10,0.00015606956725386484
Glass,Flat Glass,Marin (Countywide),10,0.000214474669694898,9,0.000579854656700671,20,0.0003065605057086301
Glass,Remainder / Composite Glass,Marin (Countywide),92,0.00189640760572331,65,0.00398097723909204,157,0.002421776657790646
Metal,Tin/Steel Cans,Marin (Countywide),354,0.00728931673449898,152,0.00929533537355549,506,0.007794888769109979
Metal,Major Appliances,Marin (Countywide),0,0.0,0,1.0932797618282e-05,0,2.7553665894474106e-06
Metal,Used Oil Filters,Marin (Countywide),0,0.0,0,0.0,0,0.0
Metal,Other Ferrous,Marin (Countywide),229,0.0047240868035429,124,0.00756548567504157,353,0.00544019770133626
Metal,Aluminum Cans,Marin (Countywide),80,0.00163960240911495,37,0.00227739446282066,117,0.0018003436006336787
Metal,Other Non-Ferrous,Marin (Countywide),164,0.00338926418820491,126,0.00768714263469483,290,0.004472448117006602
Metal,Remainder / Composite Metal,Marin (Countywide),273,0.00562713804436352,139,0.00852379656968097,412,0.006357175899299312
Electronics,Brown Goods,Marin (Countywide),0,0.0,74,0.00453436039488614,74,0.0011427839033341714
Electronics,Computer-related Electronics,Marin (Countywide),28,0.00057005109576802,33,0.00201706805339667,61,0.0009347392861673916
Electronics,Other Small Consumer Electronics,Marin (Countywide),81,0.00167064479551816,43,0.00261664724282099,124,0.0019090635084443868
Electronics,Video Display Devices,Marin (Countywide),349,0.00719054550503423,107,0.00653254413252071,456,0.007024711007686316
Plastic,PETE Plastic Containers,Marin (Countywide),280,0.00576823980074174,151,0.00925575177699064,431,0.006647189024459647
Plastic,HDPE Plastic Containers,Marin (Countywide),204,0.00420201030494347,76,0.00466298875785393,280,0.004318189591522475
Plastic,Miscellaneous Plastic Containers,Marin (Countywide),369,0.0076138507741689,104,0.00638361235962469,474,0.0073037967566298365
Plastic,Plastic Trash Bags,Marin (Countywide),737,0.0151910150916795,184,0.0112707745793956,921,0.014203006339730921
Plastic,Plastic Grocery and Other Merchandise Bags,Marin (Countywide),297,0.00611535012143217,144,0.0087813977992591,440,0.006787267681222558
Plastic,Non-Bag Commercial and Industrial Packaging Film,Marin (Countywide),123,0.00253757398670596,28,0.00168720787646775,151,0.002323258268922015
Plastic,Film Products,Marin (Countywide),29,0.0005954494119161,0,1.60033976566839e-05,29,0.0004494130318582616
Plastic,Other Film - Other,Marin (Countywide),1210,0.0249388888293126,351,0.0214910767881785,1561,0.024069945084396912
Plastic,Durable Plastic Items - #2 and #5 Bulky Rigids,Marin (Countywide),190,0.00390851865167677,27,0.00167869818165958,217,0.003346542381917855
Plastic,Durable Plastic Items - Other,Marin (Countywide),367,0.00757434228238299,184,0.0112605235062998,552,0.00850336163695738
Plastic,Remainder / Composite Plastic,Marin (Countywide),906,0.018673406439094,550,0.0336593115318444,1456,0.022450267920197952
Other Organic,Food,Marin (Countywide),13480,0.277866044765379,4049,0.247713326035693,17529,0.27026672785953504
Other Organic,Leaves and Grass,Marin (Countywide),727,0.0149793624571121,488,0.0298758256509316,1215,0.018733682112361816
Other Organic,Prunings and Trimmings,Marin (Countywide),496,0.0102208468250129,127,0.00776987682463602,623,0.00960313477302327
Other Organic,Branches and Stumps,Marin (Countywide),108,0.00222376368052079,0,0.0,108,0.0016633138887961689
Other Organic,Manures,Marin (Countywide),90,0.00186310759121805,0,0.0,90,0.0013935530829736408
Other Organic,Textiles,Marin (Countywide),2347,0.0483866142972201,1218,0.0744969455238916,3565,0.054967138039932674
Other Organic,Carpet,Marin (Countywide),1327,0.0273624525968649,102,0.00626191036404208,1430,0.02204453387948905
Other Organic,Remainder / Composite Organic,Marin (Countywide),4538,0.0935391763382514,1222,0.0747577651799157,5760,0.08880574262666269
Inerts and Other,Concrete,Marin (Countywide),327,0.00674748599000661,62,0.00380054474914847,389,0.006004775503667144
Inerts and Other,Asphalt Paving,Marin (Countywide),0,0.0,0,0.0,0,0.0
Inerts and Other,Asphalt Roofing,Marin (Countywide),47,0.000976424154137301,0,0.0,47,0.0007303383318825815
Inerts and Other,Clean Dimensional Lumber,Marin (Countywide),51,0.00104415299719885,85,0.00520836277968044,136,0.0020936487353174233
Inerts and Other,Clean Engineered Wood,Marin (Countywide),2,3.95084917859024e-05,22,0.00131834677248041,23,0.00036181101625957243
Inerts and Other,Clean Pallets & Crates,Marin (Countywide),63,0.00129249208842452,325,0.0199110136755632,388,0.005984873134637357
Inerts and Other,Other Wood Waste,Marin (Countywide),1742,0.0359160410685128,345,0.0211054469970467,2087,0.032183362800862016
Inerts and Other,Gypsum Board,Marin (Countywide),102,0.00210523820516308,68,0.00414580933333641,170,0.002619518420188531
Inerts and Other,"Rock, Soil and Fines",Marin (Countywide),465,0.00958927536346402,48,0.00294628003745275,513,0.007915057289168135
Inerts and Other,Remainder / Composite Inerts and Other,Marin (Countywide),418,0.00861002917419915,41,0.00251265780565917,459,0.0070733233886430165
Household Hazardous Waste (HHW),Paint,Marin (Countywide),0,0.0,0,4.0077500773254e-06,0,1.0100635763577752e-06
Household Hazardous Waste (HHW),Vehicle and Equipment Fluids,Marin (Countywide),0,0.0,0,0.0,0,0.0
Household Hazardous Waste (HHW),Used Oil,Marin (Countywide),0,0.0,0,0.0,0,0.0
Household Hazardous Waste (HHW),Batteries,Marin (Countywide),63,0.00129249208842452,6,0.000361101619624407,69,0.0010577559971636573
Household Hazardous Waste (HHW),Remainder / Composite Household Hazardous,Marin (Countywide),81,0.00166217869013546,7,0.000455389934663065,88,0.0013580346335593928
Special Waste,Ash,Marin (Countywide),9,0.000176094991960022,15,0.000931303337992967,24,0.0003664283281640456
Special Waste,Treated Medical Waste,Marin (Countywide),0,0.0,121,0.0073855680185596,121,0.0018613668772575582
Special Waste,Bulky Items,Marin (Countywide),2274,0.0468683593985904,460,0.0281400658522521,2734,0.04214831279051526
Special Waste,Tires,Marin (Countywide),14,0.000282203512756445,0,0.0,14,0.00021108044274063025
Special Waste,Remainder / Composite Special Waste,Marin (Countywide),157,0.00323687429131643,3,0.00020231600461172,160,0.002472081892439953
Mixed Residue,Mixed Residue,Marin (Countywide),3770,0.077718847413125,563,0.0344700708823858,4334,0.06681896267657741
Paper,Uncoated Corrugated Cardboard,Mariposa (Countywide),60,0.0205731672386676,54,0.0356791218393351,114,0.0257067492306591
Paper,Paper Bags,Mariposa (Countywide),11,0.0037190066107415,8,0.00527466562364938,19,0.004247679131310989
Paper,Newspaper,Mariposa (Countywide),21,0.00709212559665615,70,0.0464310841690457,91,0.02046101055954324
Paper,White Ledger Paper,Mariposa (Countywide),6,0.00217251731296198,8,0.0052869012166633,14,0.0032309042568419003
Paper,Other Office Paper,Mariposa (Countywide),12,0.00397913697321458,9,0.005887949186271,21,0.00462782447837939
Paper,Magazines and Catalogs,Mariposa (Countywide),30,0.0103880630464524,11,0.00747804221265661,42,0.009399126501652108
Paper,Phone Books and Directories,Mariposa (Countywide),6,0.00208390147519643,0,0.000306365386920027,7,0.0014798266256342877
